changes : 1
chaque : 31
charge : 2
chargee : 2
charges : 4
charte : 1
chef : 1
choisi : 1
ci : 14
cinq : 12
cinquante : 1
cinquieme : 2
cinquiemes : 3
circonscriptions : 1
circonstances : 1
citoyennete : 1
citoyens : 7
civil : 2
civile : 1
civiles : 1
civilisations : 1
civils : 4
civiques : 2
classement : 1
clause : 1
clipperton : 1
closes : 1
cloture : 3
collectivite : 21
collectivites : 36
college : 1
comite : 1
comites : 2
comme : 2
commence : 1
commerce : 1
commerciales : 1
commis : 3
commissaires : 1
commission : 19
commissions : 4
commun : 5
commune : 1
communes : 1
communique : 1
competence : 7
competences : 16
competente : 13
competentes : 1
completee : 2
completees : 2
comportant : 1
comporte : 1
comportent : 1
comporter : 1
composant : 3
composition : 2
comprenant : 1
comprend : 9
compris : 1
compte : 5
compter : 3
comptes : 4
concernant : 2
concernee : 6
concernent : 2
concernes : 1
conclu : 1
conclure : 2
conclus : 1
conclusion : 1
concourent : 2
concours : 1
concues : 1
concurremment : 2
condamnation : 1
condamne : 1
conditions : 61
conduit : 1
confere : 1
conference : 3
conferences : 1
confirmee : 1
conforme : 2
conformement : 2
conformite : 3
congres : 3
conjointe : 2
conjointement : 2
connaitre : 1
consacrees : 1
consecutifs : 1
conseil : 78
conseiller : 3
conseillers : 2
conseils : 3
consentement : 3
consequence : 2
conserve : 1
conservent : 1
considere : 1
constate : 4
constitue : 1
constituee : 1
constitues : 1
constitution : 13
constitutionnel : 37
constitutionnelle : 1
constitutionnellement : 2
constitutionnels : 2
consultation : 8
consulte : 2
consultees : 1
consulter : 3
contestation : 1
contestations : 1
contiennent : 1
continuite : 1
contraintes : 1
contraire : 3
contre : 2
contresignes : 2
contribue : 1
contribuent : 1
controle : 10
convocation : 2
convoque : 2
cooperation : 2
corps : 1
correctionnelle : 1
cour : 27
cours : 6
coutumier : 1
creation : 6
credit : 1
credits : 1
creee : 1
creees : 2
creer : 1
crime : 2
crimes : 3
criminelle : 1
crise : 2
croyances : 1
d : 184
dans : 113
date : 7
de : 701
debat : 7
debats : 2
debut : 2
decede : 2
decembre : 3
decentralisee : 1
deces : 2
decide : 6
decidee : 1
decidees : 2
decider : 4
decision : 7
decisions : 3
declaration : 12
declare : 4
declaree : 2
decret : 8
decrete : 1
decrets : 2
defaut : 1
defense : 5
defenseur : 5
deferees : 1
defini : 1
definies : 5
definis : 2
definissant : 1
definit : 1
definitif : 3
definition : 2
definitive : 3
definitivement : 2
dehors : 3
deja : 1
dela : 2
delai : 26
delais : 8
delegation : 5
delegue : 1
deleguer : 1
deliberante : 9
deliberantes : 3
deliberation : 7
delibere : 1
deliberes : 2
delimitant : 1
delit : 2
delits : 3
demande : 14
demandent : 1
demander : 7
demandes : 3
demeure : 1
demeurent : 2
demission : 2
democratie : 1
democratique : 3
deontologie : 1
departement : 2
departements : 3
depenses : 2
depose : 2
deposee : 3
deposes : 2
depot : 6
depuis : 2
depute : 1
deputes : 9
dernier : 8
derniere : 1
derniers : 1
derogation : 1
deroger : 1
des : 279
desaccord : 3
desapprouve : 1
designation : 1
designe : 2
designee : 1
designent : 1
desirent : 1
dessous : 3
dessus : 3
destines : 1
destitue : 1
destitution : 3
detention : 1
detenu : 2
determinant : 1
determinante : 1
determination : 3
determine : 22
determinees : 5
determinent : 3
determiner : 1
determines : 1
deux : 41
deuxieme : 9
devant : 18
developpement : 1
developper : 1
deviennent : 2
devise : 1
devoirs : 2
diminution : 1
direct : 3
directeurs : 1
dirige : 1
disciplinaire : 1
disciplinaires : 1
discipline : 1
discussion : 6
dispose : 1
disposent : 1
disposer : 1
dispositifs : 1
disposition : 6
dispositions : 20
dissolution : 3
dissoute : 1
distinction : 1
dix : 3
dixieme : 3
document : 1
doit : 6
doivent : 4
domaine : 7
donne : 4
donnent : 2
donner : 5
dont : 15
dotee : 1
dotees : 1
douze : 7
drapeau : 1
dresse : 1
droit : 27
droits : 17
du : 205
duquel : 1
durant : 3
dure : 1
duree : 10
echange : 2
echeant : 11
echelon : 1
echelonnement : 1
economique : 10
ecoule : 1
effectuees : 2
effet : 6
effets : 1
egal : 3
egalement : 5
egalite : 5
egard : 12
elabore : 2
electeurs : 10
election : 11
elections : 3
electives : 2
electoral : 5
electorales : 2
electoraux : 2
elements : 1
eligibilite : 2
elire : 1
elle : 21
elles : 17
elu : 5
elues : 1
elus : 3
emanant : 1
embleme : 1
emettre : 1
emis : 1
emission : 1
empeche : 2
empechee : 1
empechement : 6
emploi : 3
emplois : 6
en : 136
engage : 1
engagee : 3
engagees : 1
engagement : 2
engagements : 3
engagent : 1
engager : 3
enonce : 1
enoncees : 1
enquete : 1
enseignement : 1
ensemble : 4
ensuite : 2
entendus : 1
entre : 12
entree : 3
entrent : 2
entreprises : 2
enumeration : 1
enumerees : 1
environnement : 2
environnemental : 8
environnementale : 1
envisage : 1
envoyes : 5
epuise : 1
equilibre : 2
equitable : 1
equivalentes : 1
er : 2
essentielles : 2
est : 120
estimant : 1
estime : 1
et : 242
etablis : 2
etablissement : 1
etablissements : 2
etaient : 1
etait : 1
etat : 32
etats : 6
ete : 16
etendre : 1
etranger : 2
etrangere : 1
etrangeres : 1
etrangers : 1
etre : 66
eu : 1
europeen : 5
europeenne : 16
europeennes : 2
europeens : 2
eux : 1
evaluation : 3
evalue : 1
eventuellement : 1
eventuels : 1
evolution : 2
examen : 9
examine : 3
examinee : 1
examiner : 1
excede : 1
exceder : 4
exception : 1
exceptionnel : 1
exceptionnellement : 1
exceptionnels : 3
exclu : 1
execution : 5
exerce : 7
exercees : 2
exercent : 2
exercer : 5
exercice : 27
exigees : 1
experimental : 2
expiration : 12
exposer : 1
expresse : 2
expressement : 1
expression : 1
expressions : 1
exprimes : 3
extension : 1
extraordinaire : 3
extraordinaires : 6
facon : 1
faculte : 2
faire : 9
faisant : 1
fait : 10
faits : 1
faute : 1
faveur : 2
favorables : 2
favorise : 1
favoriser : 1
favorises : 2
femmes : 1
fevrier : 1
fidele : 1
fin : 5
financement : 8
finances : 12
financier : 1
financiere : 1
fins : 3
fiscales : 1
fixant : 1
fixe : 15
fixee : 2
fixees : 18
fixent : 1
fixer : 2
fixes : 1
flagrant : 1
foncier : 1
fonction : 2
fonctionnaires : 1
fonctionnement : 13
fonctions : 18
fondamentales : 3
fondamentaux : 1
fondees : 1
fondement : 2
font : 1
force : 2
forces : 1
forclusion : 1
formation : 13
formations : 1
forme : 3
forment : 1
former : 1
formes : 1
formulees : 1
formules : 1
francais : 8
francaise : 3
francaises : 1
france : 6
francophonie : 1
fraternite : 3
futuna : 1
garant : 2
garanti : 2
garantie : 1
garanties : 4
garantit : 2
gardienne : 1
general : 6
generale : 4
generales : 2
generaux : 1
gestion : 1
gouvernement : 66
gouvernementales : 1
grace : 1
grand : 2
grande : 1
grave : 1
groupe : 1
groupements : 4
groupes : 5
guadeloupe : 1
guerre : 1
guyane : 1
habilitation : 1
habilitations : 1
habilitees : 2
haute : 6
heures : 2
homme : 2
hommes : 1
honneur : 1
horaires : 1
hors : 5
huit : 8
hymne : 1
ideal : 2
identique : 1
identiques : 4
il : 66
iles : 1
ils : 17
image : 1
immediat : 1
immediate : 1
imperatif : 1
importance : 1
imposees : 1
imposent : 1
impositions : 2
impots : 1
inamovibles : 1
incidences : 1
incompatibilites : 3
incompatible : 1
incompatibles : 3
inconstitutionnelle : 2
indemnite : 1
independance : 4
independante : 1
indirect : 3
individu : 1
individuel : 1
individuelle : 1
indivisible : 1
ineligibilites : 1
information : 4
informe : 4
initiative : 8
injonctions : 1
inscription : 2
inscrit : 1
inscrites : 1
inscrits : 4
inscrivent : 1
inspirees : 1
instance : 2
instances : 2
instituee : 1
institution : 2
institutions : 8
instruction : 1
integral : 1
integrite : 3
interdite : 1
interessee : 7
interessees : 4
interets : 2
intergouvernementale : 1
international : 3
internationale : 2
internationaux : 3
interrompu : 1
intervenant : 1
intervenir : 7
intervention : 3
intervenue : 1
intervenus : 1
interviendraient : 1
intervient : 1
investi : 1
irrecevabilite : 1
irrecevables : 1
ix : 1
jeudi : 1
jouissant : 1
jour : 14
journal : 4
jours : 31
judiciaire : 5
juge : 1
juges : 2
juillet : 2
juin : 1
juridiction : 4
juridictionnel : 1
juridictionnelles : 1
jusqu : 2
justice : 12
justiciable : 1
justifiees : 1
l : 355
la : 463
laique : 1
langue : 1
langues : 1
laquelle : 1
le : 364
lecture : 9
lectures : 2
legion : 1
legislatif : 5
legislatifs : 1
legislative : 7
legislatives : 1
legislature : 1
lequel : 1
les : 349
lesee : 2
lesquelles : 12
lesquels : 3
leur : 34
leurs : 19
liberalites : 1
liberte : 10
libertes : 7
libre : 2
librement : 4
liee : 1
lien : 1
lies : 1
lieu : 15
limite : 4
limites : 5
lire : 1
lisbonne : 2
listes : 1
locales : 2
loi : 133
lois : 20
lors : 2
lorsqu : 3
lorsque : 21
lui : 9
magistrat : 4
magistrats : 23
magistrature : 9
mai : 2
maire : 1
mais : 1
maitres : 1
majeure : 1
majeurs : 1
majorite : 9
mandat : 8
mandats : 4
maniere : 2
manifestement : 1
manifestent : 1
manquement : 1
mars : 1
marseillaise : 1
martin : 1
martinique : 1
matiere : 4
matieres : 8
matrimoniaux : 1
mayotte : 1
meconnues : 1
medias : 1
membre : 10
membres : 33
meme : 8
memes : 6
menacees : 1
mentionne : 4
mentionnees : 3
mentionnes : 6
mer : 10
message : 1
messages : 1
mesure : 1
mesures : 7
met : 3
metropole : 1
mettre : 1
mieux : 1
militaires : 3
mille : 3
ministre : 25
ministres : 15
minoritaires : 2
miquelon : 1
mise : 6
mises : 3
mission : 2
missions : 1
mixte : 4
modalites : 10
modifiant : 1
modification : 2
modifie : 1
modifiees : 3
modifient : 1
modifier : 2
modifies : 2
moindres : 1
moins : 9
mois : 8
moment : 2
monnaie : 2
mort : 1
motif : 1
motion : 7
motions : 1
motive : 1
moyens : 1
municipales : 1
n : 28
nation : 6
national : 4
nationale : 41
nationalisations : 1
nationalite : 2
nationaux : 2
nature : 4
natures : 2
ne : 62
necessaires : 4
necessite : 1
necessites : 1
negatifs : 1
negociation : 1
negocie : 1
neuf : 5
ni : 8
nom : 1
nombre : 9
nomination : 3
nominations : 6
nomme : 6
nommes : 3
non : 5
normalement : 1
notamment : 3
noumea : 1
nouveau : 3
nouveaux : 1
nouvelle : 19
nouvelles : 1
novembre : 1
nul : 6
nulle : 2
numero : 2
objectif : 1
objectifs : 3
objet : 11
obligations : 1
obstacle : 1
obtenue : 1
occasion : 3
octobre : 1
oeuvre : 6
office : 2
officiel : 4
officielle : 1
officiers : 1
offre : 1
ont : 17
onze : 5
operations : 2
opinions : 2
oppose : 1
opposees : 1
opposer : 3
opposition : 2
ordinaire : 5
ordonnance : 4
ordonnances : 6
ordonne : 1
ordre : 15
ordres : 1
organique : 44
organiques : 4
organisation : 17
organise : 2
organisee : 1
organiser : 1
organisme : 2
orientations : 3
origine : 1
ou : 140
outre : 16
ouvert : 1
ouverte : 1
ouvertes : 1
ouverts : 1
ouverture : 3
ouvrable : 2
ouvre : 1
paix : 1
par : 207
paritaire : 1
parlement : 54
parlementaire : 3
parlementaires : 6
parole : 1
parquet : 10
part : 1
partage : 2
participation : 1
participe : 2
participer : 5
particulier : 2
particuliere : 3
particulieres : 2
partie : 8
partiel : 3
partis : 2
parvient : 1
pas : 30
patrimoine : 3
peine : 1
peines : 2
penal : 1
penale : 4
penalement : 1
pendant : 5
percevoir : 1
perequation : 1
periode : 2
permanente : 3
permanentes : 2
permettre : 2
persecute : 1
personnalites : 5
personne : 3
personnel : 2
personnes : 7
petition : 3
peuple : 8
peuples : 2
peut : 98
peuvent : 32
pierre : 1
place : 1
plainte : 1
plan : 1
plein : 7
pleine : 1
pleniere : 2
pluralisme : 1
pluralistes : 1
pluriannuelles : 2
plus : 17
plusieurs : 3
politique : 6
politiques : 6
polynesie : 1
population : 1
populations : 4
portant : 3
porte : 6
porter : 3
posterieure : 1
posterieurement : 1
pour : 68
pourra : 1
pourront : 3
poursuite : 2
poursuivi : 1
poursuivie : 1
poursuivis : 1
pourvu : 2
pouvant : 1
pouvoir : 4
pouvoirs : 12
prealablement : 1
preambule : 2
precedant : 1
precedent : 6
precedents : 2
precise : 1
precisee : 1
precisees : 2
prefets : 1
prejudice : 3
premier : 43
premiere : 10
prend : 3
prendre : 3
prennent : 1
preponderante : 1
pres : 4
prescription : 1
presence : 2
present : 17
presentation : 4
presentations : 1
presente : 4
presentee : 1
presentees : 1
presenter : 1
preservation : 1
preside : 3
presidee : 4
presidence : 4
president : 73
presidents : 8
pretend : 1
previsions : 1
prevoit : 1
prevu : 4
prevue : 8
prevues : 29
prevus : 9
principal : 1
principe : 5
principes : 4
priorite : 4
pris : 2
prise : 1
prises : 5
privative : 1
privatives : 1
prive : 1
probleme : 1
procede : 6
proceder : 1
procedure : 16
procedures : 2
proclamation : 2
proclame : 3
procureur : 4
produit : 1
produits : 1
professionnelle : 3
professionnelles : 1
programmation : 4
programme : 3
projet : 22
projets : 29
prolongation : 1
promulgation : 3
promulgue : 2
promulguee : 4
promulguees : 1
prononce : 12
prononcee : 3
prononcer : 3
propose : 1
proposer : 1
proposes : 1
proposition : 25
propositions : 13
propre : 1
propres : 2
propriete : 2
prorogation : 1
proroger : 1
protection : 3
provinces : 1
provisoirement : 1
provoquer : 1
pu : 1
public : 7
publication : 6
publics : 10
publie : 2
publiees : 2
publique : 3
publiquement : 1
publiques : 12
puissances : 1
puisse : 1
qu : 34
qualifiees : 5
qualifies : 1
qualite : 1
quand : 1
quarante : 5
quatorze : 1
quatorzieme : 1
quatre : 13
quatrieme : 1
que : 44
quelque : 1
question : 4
questions : 2
qui : 58
quinze : 8
race : 1
raison : 2
ramene : 1
rapportant : 1
rapports : 2
ratification : 6
ratifie : 1
ratifiees : 1
ratifier : 1
ratifies : 3
recenses : 2
recettes : 2
recevable : 3
recevables : 1
recevoir : 2
recherche : 1
reciprocite : 1
reclamations : 1
reconnait : 2
reconnaitre : 1
recourir : 1
recours : 5
recouvrement : 1
recteurs : 1
recueilli : 3
recueillir : 1
reels : 1
referendum : 13
referent : 1
reformes : 1
refusee : 1
regi : 1
regies : 4
regime : 9
regimes : 2
region : 2
regionales : 1
regions : 3
regis : 1
regissent : 1
regle : 1
reglement : 10
reglementaire : 4
reglementaires : 1
reglements : 4
regles : 14
regularite : 3
regulier : 2
regulierement : 1
reguliers : 1
rejet : 1
relatif : 1
relatifs : 4
relative : 3
relatives : 6
relevant : 4
relever : 1
religion : 1
remettre : 1
remis : 1
remplacement : 4
remplissant : 1
rend : 1
rendu : 1
renonce : 1
renouvelable : 2
renouvelle : 1
renouvellement : 3
renvoi : 1
repartition : 2
repond : 1
repondre : 1
reponses : 1
report : 1
reporter : 2
reprendre : 1
representant : 2
representants : 2
representation : 2
representatives : 1
represente : 1
representent : 1
representes : 1
reprises : 1
republicaine : 1
republique : 70
requetes : 2
requiert : 1
requis : 1
requise : 1
reserve : 8
reservee : 2
reservees : 1
reserves : 3
residant : 1
resolution : 1
resolutions : 3
respect : 8
respecte : 1
respecter : 1
respectives : 1
responsabilite : 6
responsabilites : 1
responsable : 3
responsables : 2
ressort : 2
ressources : 9
restant : 1
restes : 1
restrictive : 1
restrictives : 1
resultant : 1
resultat : 1
resultats : 3
resultent : 3
retardee : 1
retenant : 1
retrait : 1
retraits : 1
reuni : 2
reunie : 1
reunies : 2
reunion : 7
reunit : 6
revision : 11
rouge : 1
s : 26
sa : 18
saint : 3
saisi : 10
saisie : 10
saisine : 2
saisir : 4
saisit : 3
sanctions : 1
sans : 11
sauf : 7
scrutin : 9
se : 27
seance : 12
seances : 5
second : 4
seconde : 1
secret : 2
secrets : 1
secteur : 2
section : 1
securite : 10
sein : 7
seize : 1
selon : 11
semaine : 2
semaines : 6
senat : 21
senateurs : 8
senatoriaux : 1
sens : 1
sept : 4
serait : 1
seront : 2
service : 2
services : 2
ses : 19
session : 17
sessions : 7
seul : 5
seule : 1
seuls : 4
sexes : 1
si : 30
siege : 16
sieger : 1
sieges : 1
siens : 1
signataire : 1
signe : 6
signee : 1
simplifiee : 1
sinceres : 1
situation : 1
situee : 1
six : 11
social : 8
sociale : 12
sociales : 1
soient : 2
soit : 7
soixante : 11
solennellement : 1
solidarite : 1
sollicite : 1
son : 34
sont : 78
soumet : 3
soumettre : 3
soumis : 13
soumises : 4
sous : 11
soutenu : 1
soutenue : 1
souverainete : 5
specialement : 2
specificites : 1
specifique : 1
specifiques : 1
statuant : 1
statue : 5
statuer : 4
statut : 11
subsidiarite : 2
substituant : 1
successeur : 2
successions : 1
successivement : 1
suffrage : 5
suffrages : 4
suit : 3
suite : 2
suites : 1
suivant : 7
suivante : 1
suivantes : 1
suivent : 3
suivi : 1
suivie : 3
sujet : 3
sujetions : 1
superieur : 9
superieure : 1
superieurs : 1
supplee : 1
suppleer : 2
supplementaires : 3
sur : 69
sus : 1
susceptibles : 2
suspend : 1
suspendu : 1
suspendues : 1
suspendus : 2
syndical : 1
tableau : 2
tant : 1
tard : 2
taux : 2
telle : 1
telles : 1
tels : 4
temoigner : 1
temporaire : 1
temps : 1
tenant : 1
tendant : 2
tenir : 3
tenu : 1
tenue : 2
terme : 1
termes : 5
terres : 1
territoire : 7
territoires : 1
territoriale : 6
territoriales : 18
texte : 15
textes : 4
tient : 1
tiers : 2
titre : 26
titulaires : 1
toujours : 2
tour : 7
tous : 4
tout : 20
toute : 10
toutefois : 7
toutes : 4
traite : 11
traites : 8
transferees : 1
transfert : 2
transferts : 2
transitoires : 1
transmis : 4
transmise : 1
transmission : 4
travail : 1
treize : 2
trente : 6
tribunal : 1
tricolore : 1
trois : 21
troisieme : 8
trouve : 2
trouvent : 1
tutelle : 1
ulterieure : 1
un : 122
une : 120
union : 16
unique : 1
universel : 2
urgence : 2
utile : 1
v : 1
vacance : 5
valable : 1
veille : 4
vers : 1
vertu : 7
vie : 3
vigueur : 8
vingt : 7
violation : 1
vise : 2
visees : 2
vises : 2
vocation : 1
voie : 3
voix : 1
volonte : 2
vote : 19
votee : 2
votees : 2
voter : 1
votes : 5
vue : 3
wallis : 1
x : 1
xi : 2
xv : 2
y : 12
