second : 4
seances : 5
seance : 12
se : 27
scrutin : 9
sauf : 7
sans : 11
sanctions : 1
saisit : 3
saisir : 4
saisine : 2
saisie : 10
saisi : 10
saint : 3
sa : 18
s : 26
rouge : 1
revision : 11
reunit : 6
reunion : 7
reunies : 2
reunie : 1
reuni : 2
retraits : 1
retrait : 1
retenant : 1
retardee : 1
resultent : 3
resultats : 3
resultat : 1
resultant : 1
restrictives : 1
restrictive : 1
restes : 1
restant : 1
ressources : 9
ressort : 2
responsables : 2
responsable : 3
responsabilites : 1
responsabilite : 6
respectives : 1
respecter : 1
respecte : 1
respect : 8
resolutions : 3
resolution : 1
residant : 1
reserves : 3
reservees : 1
reservee : 2
reserve : 8
requise : 1
requis : 1
requiert : 1
requetes : 2
republique : 70
republicaine : 1
reprises : 1
representes : 1
representent : 1
represente : 1
representatives : 1
representation : 2
representants : 2
representant : 2
reprendre : 1
reporter : 2
report : 1
reponses : 1
repondre : 1
repond : 1
repartition : 2
renvoi : 1
renouvellement : 3
renouvelle : 1
renouvelable : 2
renonce : 1
rendu : 1
rend : 1
remplissant : 1
remplacement : 4
remis : 1
remettre : 1
religion : 1
relever : 1
relevant : 4
relatives : 6
relative : 3
relatifs : 4
relatif : 1
rejet : 1
reguliers : 1
regulierement : 1
regulier : 2
regularite : 3
regles : 14
reglements : 4
reglementaires : 1
reglementaire : 4
reglement : 10
regle : 1
regissent : 1
regis : 1
regions : 3
regionales : 1
region : 2
regimes : 2
regime : 9
regies : 4
regi : 1
refusee : 1
reformes : 1
referent : 1
referendum : 13
reels : 1
recueillir : 1
recueilli : 3
recteurs : 1
recouvrement : 1
recours : 5
recourir : 1
reconnaitre : 1
reconnait : 2
reclamations : 1
reciprocite : 1
recherche : 1
recevoir : 2
recevables : 1
recevable : 3
recettes : 2
recenses : 2
ratifies : 3
ratifier : 1
ratifiees : 1
ratifie : 1
ratification : 6
rapports : 2
rapportant : 1
ramene : 1
raison : 2
race : 1
quinze : 8
qui : 58
questions : 2
question : 4
quelque : 1
que : 44
quatrieme : 1
quatre : 13
quatorzieme : 1
quatorze : 1
quarante : 5
quand : 1
qualite : 1
qualifies : 1
qualifiees : 5
qu : 34
puisse : 1
puissances : 1
publiques : 12
publiquement : 1
publique : 3
publiees : 2
publie : 2
publics : 10
publication : 6
public : 7
pu : 1
provoquer : 1
provisoirement : 1
provinces : 1
protection : 3
proroger : 1
prorogation : 1
propriete : 2
propres : 2
propre : 1
propositions : 13
proposition : 25
proposes : 1
proposer : 1
propose : 1
prononcer : 3
prononcee : 3
prononce : 12
promulguees : 1
promulguee : 4
promulgue : 2
promulgation : 3
prolongation : 1
projets : 29
projet : 22
programme : 3
programmation : 4
professionnelles : 1
professionnelle : 3
produits : 1
produit : 1
procureur : 4
proclame : 3
proclamation : 2
procedures : 2
procedure : 16
proceder : 1
procede : 6
probleme : 1
prive : 1
privatives : 1
privative : 1
prises : 5
prise : 1
pris : 2
priorite : 4
principes : 4
principe : 5
principal : 1
prevus : 9
prevues : 29
prevue : 8
prevu : 4
prevoit : 1
previsions : 1
pretend : 1
presidents : 8
president : 73
presidence : 4
presidee : 4
preside : 3
preservation : 1
presenter : 1
presentees : 1
presentee : 1
presente : 4
presentations : 1
presentation : 4
present : 17
presence : 2
prescription : 1
pres : 4
preponderante : 1
prennent : 1
prendre : 3
prend : 3
premiere : 10
premier : 43
prejudice : 3
prefets : 1
precisees : 2
precisee : 1
precise : 1
precedents : 2
precedent : 6
precedant : 1
preambule : 2
prealablement : 1
pouvoirs : 12
pouvoir : 4
pouvant : 1
pourvu : 2
poursuivis : 1
poursuivie : 1
poursuivi : 1
poursuite : 2
pourront : 3
pourra : 1
pour : 68
posterieurement : 1
posterieure : 1
porter : 3
porte : 6
portant : 3
populations : 4
population : 1
polynesie : 1
politiques : 6
politique : 6
plusieurs : 3
plus : 17
pluriannuelles : 2
pluralistes : 1
pluralisme : 1
pleniere : 2
pleine : 1
plein : 7
plan : 1
plainte : 1
place : 1
pierre : 1
peuvent : 32
peut : 98
peuples : 2
peuple : 8
petition : 3
personnes : 7
personnel : 2
personne : 3
personnalites : 5
persecute : 1
permettre : 2
permanentes : 2
permanente : 3
periode : 2
perequation : 1
percevoir : 1
pendant : 5
penalement : 1
penale : 4
penal : 1
peines : 2
peine : 1
patrimoine : 3
pas : 30
parvient : 1
partis : 2
partiel : 3
partie : 8
particulieres : 2
particuliere : 3
particulier : 2
participer : 5
participe : 2
participation : 1
partage : 2
part : 1
parquet : 10
parole : 1
parlementaires : 6
parlementaire : 3
parlement : 54
paritaire : 1
par : 207
paix : 1
ouvre : 1
ouvrable : 2
ouverture : 3
ouverts : 1
ouvertes : 1
ouverte : 1
ouvert : 1
outre : 16
ou : 140
origine : 1
orientations : 3
organisme : 2
organiser : 1
organisee : 1
organise : 2
organisation : 17
organiques : 4
organique : 44
ordres : 1
ordre : 15
ordonne : 1
ordonnances : 6
ordonnance : 4
ordinaire : 5
opposition : 2
opposer : 3
opposees : 1
oppose : 1
opinions : 2
operations : 2
onze : 5
ont : 17
offre : 1
officiers : 1
officielle : 1
officiel : 4
office : 2
oeuvre : 6
octobre : 1
occasion : 3
obtenue : 1
obstacle : 1
obligations : 1
objet : 11
objectifs : 3
objectif : 1
numero : 2
nulle : 2
nul : 6
novembre : 1
nouvelles : 1
nouvelle : 19
nouveaux : 1
nouveau : 3
noumea : 1
notamment : 3
normalement : 1
non : 5
nommes : 3
nomme : 6
nominations : 6
nomination : 3
nombre : 9
nom : 1
ni : 8
neuf : 5
negocie : 1
negociation : 1
negatifs : 1
necessites : 1
necessite : 1
necessaires : 4
ne : 62
natures : 2
nature : 4
nationaux : 2
nationalite : 2
nationalisations : 1
nationale : 41
national : 4
nation : 6
n : 28
municipales : 1
moyens : 1
motive : 1
motions : 1
motion : 7
motif : 1
mort : 1
monnaie : 2
moment : 2
mois : 8
moins : 9
moindres : 1
modifies : 2
modifier : 2
modifient : 1
modifiees : 3
modifie : 1
modification : 2
modifiant : 1
modalites : 10
mixte : 4
missions : 1
mission : 2
mises : 3
mise : 6
miquelon : 1
minoritaires : 2
ministres : 15
ministre : 25
mille : 3
militaires : 3
mieux : 1
mettre : 1
metropole : 1
met : 3
mesures : 7
mesure : 1
messages : 1
message : 1
mer : 10
mentionnes : 6
mentionnees : 3
mentionne : 4
menacees : 1
memes : 6
meme : 8
membres : 33
membre : 10
medias : 1
meconnues : 1
mayotte : 1
matrimoniaux : 1
matieres : 8
matiere : 4
martinique : 1
martin : 1
marseillaise : 1
mars : 1
manquement : 1
manifestent : 1
manifestement : 1
maniere : 2
mandats : 4
mandat : 8
majorite : 9
majeurs : 1
majeure : 1
maitres : 1
mais : 1
maire : 1
mai : 2
magistrature : 9
magistrats : 23
magistrat : 4
lui : 9
lorsque : 21
lorsqu : 3
lors : 2
lois : 20
loi : 133
locales : 2
listes : 1
lisbonne : 2
lire : 1
limites : 5
limite : 4
lieu : 15
lies : 1
lien : 1
liee : 1
librement : 4
libre : 2
libertes : 7
liberte : 10
liberalites : 1
leurs : 19
leur : 34
lesquels : 3
lesquelles : 12
lesee : 2
les : 349
lequel : 1
legislature : 1
legislatives : 1
legislative : 7
legislatifs : 1
legislatif : 5
legion : 1
lectures : 2
lecture : 9
le : 364
laquelle : 1
langues : 1
langue : 1
laique : 1
la : 463
l : 355
justifiees : 1
justiciable : 1
justice : 12
jusqu : 2
juridictionnelles : 1
juridictionnel : 1
juridiction : 4
juin : 1
juillet : 2
juges : 2
juge : 1
judiciaire : 5
jours : 31
journal : 4
jour : 14
jouissant : 1
jeudi : 1
ix : 1
irrecevables : 1
irrecevabilite : 1
investi : 1
intervient : 1
interviendraient : 1
intervenus : 1
intervenue : 1
intervention : 3
intervenir : 7
intervenant : 1
interrompu : 1
internationaux : 3
internationale : 2
international : 3
intergouvernementale : 1
interets : 2
interessees : 4
interessee : 7
interdite : 1
integrite : 3
integral : 1
instruction : 1
institutions : 8
institution : 2
instituee : 1
instances : 2
instance : 2
inspirees : 1
inscrivent : 1
inscrits : 4
inscrites : 1
inscrit : 1
inscription : 2
injonctions : 1
initiative : 8
informe : 4
information : 4
ineligibilites : 1
indivisible : 1
individuelle : 1
individuel : 1
individu : 1
indirect : 3
independante : 1
independance : 4
indemnite : 1
inconstitutionnelle : 2
incompatibles : 3
incompatible : 1
incompatibilites : 3
incidences : 1
inamovibles : 1
impots : 1
impositions : 2
imposent : 1
imposees : 1
importance : 1
imperatif : 1
immediate : 1
immediat : 1
image : 1
ils : 17
iles : 1
il : 66
identiques : 4
identique : 1
ideal : 2
hymne : 1
huit : 8
hors : 5
horaires : 1
honneur : 1
hommes : 1
homme : 2
heures : 2
haute : 6
habilitees : 2
habilitations : 1
habilitation : 1
guyane : 1
guerre : 1
guadeloupe : 1
groupes : 5
groupements : 4
groupe : 1
grave : 1
grande : 1
grand : 2
grace : 1
gouvernementales : 1
gouvernement : 66
gestion : 1
generaux : 1
generales : 2
generale : 4
general : 6
gardienne : 1
garantit : 2
garanties : 4
garantie : 1
garanti : 2
garant : 2
futuna : 1
fraternite : 3
francophonie : 1
france : 6
francaises : 1
francaise : 3
francais : 8
formules : 1
formulees : 1
formes : 1
former : 1
forment : 1
forme : 3
formations : 1
formation : 13
forclusion : 1
forces : 1
force : 2
font : 1
fondement : 2
fondees : 1
fondamentaux : 1
fondamentales : 3
fonctions : 18
fonctionnement : 13
fonctionnaires : 1
fonction : 2
foncier : 1
flagrant : 1
fixes : 1
fixer : 2
fixent : 1
fixees : 18
fixee : 2
fixe : 15
fixant : 1
fiscales : 1
fins : 3
financiere : 1
financier : 1
finances : 12
financement : 8
fin : 5
fidele : 1
fevrier : 1
femmes : 1
favorises : 2
favoriser : 1
favorise : 1
favorables : 2
faveur : 2
faute : 1
faits : 1
fait : 10
faisant : 1
faire : 9
faculte : 2
facon : 1
extraordinaires : 6
extraordinaire : 3
extension : 1
exprimes : 3
expressions : 1
expression : 1
expressement : 1
expresse : 2
exposer : 1
expiration : 12
experimental : 2
exigees : 1
exercice : 27
exercer : 5
exercent : 2
exercees : 2
exerce : 7
execution : 5
exclu : 1
exceptionnels : 3
exceptionnellement : 1
exceptionnel : 1
exception : 1
exceder : 4
excede : 1
examiner : 1
examinee : 1
examine : 3
examen : 9
evolution : 2
eventuels : 1
eventuellement : 1
evalue : 1
evaluation : 3
eux : 1
europeens : 2
europeennes : 2
europeenne : 16
europeen : 5
eu : 1
etre : 66
etrangers : 1
etrangeres : 1
etrangere : 1
etranger : 2
etendre : 1
ete : 16
etats : 6
etat : 32
etait : 1
etaient : 1
etablissements : 2
etablissement : 1
etablis : 2
et : 242
estime : 1
estimant : 1
est : 120
essentielles : 2
er : 2
equivalentes : 1
equitable : 1
equilibre : 2
epuise : 1
envoyes : 5
envisage : 1
environnementale : 1
environnemental : 8
environnement : 2
enumerees : 1
enumeration : 1
entreprises : 2
entrent : 2
entree : 3
entre : 12
entendus : 1
ensuite : 2
ensemble : 4
enseignement : 1
enquete : 1
enoncees : 1
enonce : 1
engager : 3
engagent : 1
engagements : 3
engagement : 2
engagees : 1
engagee : 3
engage : 1
en : 136
emplois : 6
emploi : 3
empechement : 6
empechee : 1
empeche : 2
emission : 1
emis : 1
emettre : 1
embleme : 1
emanant : 1
elus : 3
elues : 1
elu : 5
elles : 17
elle : 21
elire : 1
eligibilite : 2
elements : 1
electoraux : 2
electorales : 2
electoral : 5
electives : 2
elections : 3
election : 11
electeurs : 10
elabore : 2
egard : 12
egalite : 5
egalement : 5
egal : 3
effets : 1
effet : 6
effectuees : 2
ecoule : 1
economique : 10
echelonnement : 1
echelon : 1
echeant : 11
echange : 2
duree : 10
dure : 1
durant : 3
duquel : 1
du : 205
droits : 17
droit : 27
dresse : 1
drapeau : 1
douze : 7
dotees : 1
dotee : 1
dont : 15
donner : 5
donnent : 2
donne : 4
domaine : 7
doivent : 4
doit : 6
document : 1
dixieme : 3
dix : 3
distinction : 1
dissoute : 1
dissolution : 3
dispositions : 20
disposition : 6
dispositifs : 1
disposer : 1
disposent : 1
dispose : 1
discussion : 6
discipline : 1
disciplinaires : 1
disciplinaire : 1
dirige : 1
directeurs : 1
direct : 3
diminution : 1
devoirs : 2
devise : 1
deviennent : 2
developper : 1
developpement : 1
devant : 18
deuxieme : 9
deux : 41
determines : 1
determiner : 1
determinent : 3
determinees : 5
determine : 22
determination : 3
determinante : 1
determinant : 1
detenu : 2
detention : 1
destitution : 3
destitue : 1
destines : 1
dessus : 3
dessous : 3
desirent : 1
designent : 1
designee : 1
designe : 2
designation : 1
desapprouve : 1
desaccord : 3
des : 279
deroger : 1
derogation : 1
derniers : 1
derniere : 1
dernier : 8
deputes : 9
depute : 1
depuis : 2
depot : 6
deposes : 2
deposee : 3
depose : 2
depenses : 2
departements : 3
departement : 2
deontologie : 1
democratique : 3
democratie : 1
demission : 2
demeurent : 2
demeure : 1
demandes : 3
demander : 7
demandent : 1
demande : 14
delits : 3
delit : 2
delimitant : 1
deliberes : 2
delibere : 1
deliberation : 7
deliberantes : 3
deliberante : 9
deleguer : 1
delegue : 1
delegation : 5
delais : 8
delai : 26
dela : 2
deja : 1
dehors : 3
definitivement : 2
definitive : 3
definition : 2
definitif : 3
definit : 1
definissant : 1
definis : 2
definies : 5
defini : 1
deferees : 1
defenseur : 5
defense : 5
defaut : 1
decrets : 2
decrete : 1
decret : 8
declaree : 2
declare : 4
declaration : 12
decisions : 3
decision : 7
decider : 4
decidees : 2
decidee : 1
decide : 6
deces : 2
decentralisee : 1
decembre : 3
decede : 2
debut : 2
debats : 2
debat : 7
de : 701
date : 7
dans : 113
d : 184
croyances : 1
crise : 2
criminelle : 1
crimes : 3
crime : 2
creer : 1
creees : 2
creee : 1
credits : 1
credit : 1
creation : 6
coutumier : 1
cours : 6
cour : 27
correctionnelle : 1
corps : 1
cooperation : 2
convoque : 2
convocation : 2
controle : 10
contribuent : 1
contribue : 1
contresignes : 2
contre : 2
contraire : 3
contraintes : 1
continuite : 1
contiennent : 1
contestations : 1
contestation : 1
consulter : 3
consultees : 1
consulte : 2
consultation : 8
constitutionnels : 2
constitutionnellement : 2
constitutionnelle : 1
constitutionnel : 37
constitution : 13
constitues : 1
constituee : 1
constitue : 1
constate : 4
considere : 1
conservent : 1
conserve : 1
consequence : 2
consentement : 3
conseils : 3
conseillers : 2
conseiller : 3
conseil : 78
consecutifs : 1
consacrees : 1
connaitre : 1
conjointement : 2
conjointe : 2
congres : 3
conformite : 3
conformement : 2
conforme : 2
confirmee : 1
conferences : 1
conference : 3
confere : 1
conduit : 1
conditions : 61
condamne : 1
condamnation : 1
concurremment : 2
concues : 1
concours : 1
concourent : 2
conclusion : 1
conclus : 1
conclure : 2
conclu : 1
concernes : 1
concernent : 2
concernee : 6
concernant : 2
comptes : 4
compter : 3
compte : 5
compris : 1
comprend : 9
comprenant : 1
composition : 2
composant : 3
comporter : 1
comportent : 1
comporte : 1
comportant : 1
completees : 2
completee : 2
competentes : 1
competente : 13
competences : 16
competence : 7
communique : 1
communes : 1
commune : 1
commun : 5
commissions : 4
commission : 19
commissaires : 1
commis : 3
commerciales : 1
commerce : 1
commence : 1
comme : 2
comites : 2
comite : 1
college : 1
collectivites : 36
collectivite : 21
cloture : 3
closes : 1
clipperton : 1
clause : 1
classement : 1
civiques : 2
civils : 4
civilisations : 1
civiles : 1
civile : 1
civil : 2
citoyens : 7
citoyennete : 1
circonstances : 1
circonscriptions : 1
cinquiemes : 3
cinquieme : 2
cinquante : 1
cinq : 12
ci : 14
choisi : 1
chef : 1
charte : 1
charges : 4
chargee : 2
charge : 2
chaque : 31
changes : 1
changement : 3
chancelier : 1
chacune : 2
chacun : 2
ceux : 8
cette : 24
cet : 7
cession : 2
cessation : 1
ces : 21
certains : 2
certaines : 4
cependant : 1
centrales : 1
cent : 6
censure : 5
celui : 8
celles : 11
celle : 3
ce : 15
cause : 8
categories : 3
categorie : 1
cassation : 8
cas : 37
caracteristiques : 1
caractere : 9
capacite : 2
candidatures : 1
candidats : 5
candidate : 1
candidat : 1
caledonie : 13
caduques : 2
cadre : 1
bureau : 3
bulletins : 1
brefs : 1
bleu : 1
blanc : 1
bis : 1
biens : 1
beneficient : 1
barthelemy : 1
ayant : 4
avoir : 6
avocat : 3
avis : 22
avec : 10
avant : 19
auxquels : 1
auxquelles : 2
aux : 56
autres : 14
autre : 13
autorites : 3
autorite : 5
autoriser : 5
autorisee : 2
autorisation : 7
autorisant : 1
autonomie : 1
australes : 1
aussitot : 1
aussi : 1
aurait : 2
auquel : 1
aupres : 3
augmenter : 1
audit : 1
aucune : 5
aucun : 9
au : 118
attributions : 2
attribution : 1
attribuer : 1
attribue : 1
atteinte : 2
attachement : 1
assurer : 3
assure : 5
associer : 1
association : 1
assister : 1
assiste : 4
assiette : 2
assemblees : 31
assemblee : 95
asile : 3
articles : 10
article : 170
arrete : 2
arret : 1
arrestation : 1
armees : 2
armee : 1
arbitrairement : 1
arbitrage : 1
apres : 38
approuves : 3
approuver : 1
approuvee : 1
approuve : 1
approbation : 4
applique : 2
application : 21
applicables : 5
applicable : 5
appelees : 2
appele : 1
appel : 1
appartient : 3
appartiennent : 2
appartenant : 2
appartenaient : 1
apparait : 1
anterieurement : 1
antarctiques : 1
ans : 5
annonce : 1
annee : 1
anciens : 1
an : 1
amnistie : 1
amenees : 1
amendements : 3
amendement : 5
ambassadeurs : 3
alors : 2
alineas : 5
alinea : 41
ait : 3
ainsi : 22
agissant : 1
aggravation : 1
affaires : 1
adresse : 1
adoption : 7
adoptes : 1
adoptees : 2
adoptee : 7
adopte : 6
admises : 2
administrent : 1
administratives : 1
administrative : 1
administrations : 4
administration : 2
administratif : 2
adjonction : 2
adjoint : 1
adhesions : 1
adhesion : 1
adherer : 1
addition : 1
adapter : 1
adaptations : 3
activite : 4
action : 8
actes : 10
acte : 4
accredites : 1
accredite : 1
accords : 7
accordees : 3
accordee : 1
accorde : 1
accord : 9
accomplis : 2
accomplir : 1
accompagnee : 1
accompagne : 1
accession : 1
acces : 3
acceptes : 1
acceptation : 1
acceleree : 3
academies : 1
absolue : 3
absence : 1
abrogee : 1
abrogation : 1
a : 239
